3 4 5.0 , 12.0   
6 8 10.0 , 24.0   
5 12 13.0 , 30.0   
9 12 15.0 , 36.0   
8 15 17.0 , 40.0   
12 16 20.0 , 48.0   
15 20 25.0 , 60.0   
20 21 29.0 , 70.0   
7 24 25.0 , 56.0   
10 24 26.0 , 60.0   
18 24 30.0 , 72.0   
21 28 35.0 , 84.0   
16 30 34.0 , 80.0   
24 32 40.0 , 96.0   
12 35 37.0 , 84.0   
15 36 39.0 , 90.0   
27 36 45.0 , 108.0   
9 40 41.0 , 90.0   
30 40 50.0 , 120.0   
40 42 58.0 , 140.0   
33 44 55.0 , 132.0   
24 45 51.0 , 120.0   
28 45 53.0 , 126.0   
14 48 50.0 , 112.0   
20 48 52.0 , 120.0   
36 48 60.0 , 144.0   
39 52 65.0 , 156.0   
48 55 73.0 , 176.0   
33 56 65.0 , 154.0   
42 56 70.0 , 168.0   
11 60 61.0 , 132.0   
25 60 65.0 , 150.0   
32 60 68.0 , 160.0   
45 60 75.0 , 180.0   
16 63 65.0 , 144.0   
60 63 87.0 , 210.0   
48 64 80.0 , 192.0   
51 68 85.0 , 204.0   
24 70 74.0 , 168.0   
21 72 75.0 , 168.0   
30 72 78.0 , 180.0   
54 72 90.0 , 216.0   
65 72 97.0 , 234.0   
40 75 85.0 , 200.0   
57 76 95.0 , 228.0   
36 77 85.0 , 198.0   
18 80 82.0 , 180.0   
39 80 89.0 , 208.0   
60 80 100.0 , 240.0   
13 84 85.0 , 182.0   
35 84 91.0 , 210.0   
63 84 105.0 , 252.0   
80 84 116.0 , 280.0   
66 88 110.0 , 264.0   
48 90 102.0 , 240.0   
56 90 106.0 , 252.0   
60 91 109.0 , 260.0   
69 92 115.0 , 276.0   
28 96 100.0 , 224.0   
40 96 104.0 , 240.0   
72 96 120.0 , 288.0   
20 99 101.0 , 220.0   
75 100 125.0 , 300.0   
78 104 130.0 , 312.0   
36 105 111.0 , 252.0   
56 105 119.0 , 280.0   
88 105 137.0 , 330.0   
100 105 145.0 , 350.0   
45 108 117.0 , 270.0   
81 108 135.0 , 324.0   
96 110 146.0 , 352.0   
15 112 113.0 , 240.0   
66 112 130.0 , 308.0   
84 112 140.0 , 336.0   
87 116 145.0 , 348.0   
44 117 125.0 , 286.0   
22 120 122.0 , 264.0   
27 120 123.0 , 270.0   
35 120 125.0 , 280.0   
50 120 130.0 , 300.0   
64 120 136.0 , 320.0   
90 120 150.0 , 360.0   
119 120 169.0 , 408.0   
93 124 155.0 , 372.0   
32 126 130.0 , 288.0   
120 126 174.0 , 420.0   
96 128 160.0 , 384.0   
55 132 143.0 , 330.0   
85 132 157.0 , 374.0   
99 132 165.0 , 396.0   
72 135 153.0 , 360.0   
84 135 159.0 , 378.0   
102 136 170.0 , 408.0   
48 140 148.0 , 336.0   
51 140 149.0 , 340.0   
105 140 175.0 , 420.0   
24 143 145.0 , 312.0   
17 144 145.0 , 306.0   
42 144 150.0 , 336.0   
60 144 156.0 , 360.0   
108 144 180.0 , 432.0   
130 144 194.0 , 468.0   
140 147 203.0 , 490.0   
111 148 185.0 , 444.0   
80 150 170.0 , 400.0   
114 152 190.0 , 456.0   
104 153 185.0 , 442.0   
72 154 170.0 , 396.0   
65 156 169.0 , 390.0   
117 156 195.0 , 468.0   
133 156 205.0 , 494.0   
36 160 164.0 , 360.0   
78 160 178.0 , 416.0   
120 160 200.0 , 480.0   
123 164 205.0 , 492.0   
52 165 173.0 , 390.0   
88 165 187.0 , 440.0   
144 165 219.0 , 528.0   
26 168 170.0 , 364.0   
49 168 175.0 , 392.0   
70 168 182.0 , 420.0   
95 168 193.0 , 456.0   
99 168 195.0 , 462.0   
126 168 210.0 , 504.0   
160 168 232.0 , 560.0   
140 171 221.0 , 532.0   
129 172 215.0 , 516.0   
60 175 185.0 , 420.0   
57 176 185.0 , 418.0   
132 176 220.0 , 528.0   
19 180 181.0 , 380.0   
33 180 183.0 , 396.0   
75 180 195.0 , 450.0   
96 180 204.0 , 480.0   
112 180 212.0 , 504.0   
135 180 225.0 , 540.0   
120 182 218.0 , 520.0   
138 184 230.0 , 552.0   
84 187 205.0 , 476.0   
141 188 235.0 , 564.0   
48 189 195.0 , 432.0   
180 189 261.0 , 630.0   
56 192 200.0 , 448.0   
80 192 208.0 , 480.0   
144 192 240.0 , 576.0   
28 195 197.0 , 420.0   
104 195 221.0 , 520.0   
147 196 245.0 , 588.0   
40 198 202.0 , 440.0   
45 200 205.0 , 450.0   
150 200 250.0 , 600.0   
85 204 221.0 , 510.0   
153 204 255.0 , 612.0   
105 208 233.0 , 546.0   
156 208 260.0 , 624.0   
120 209 241.0 , 570.0   
72 210 222.0 , 504.0   
112 210 238.0 , 560.0   
176 210 274.0 , 660.0   
200 210 290.0 , 700.0   
159 212 265.0 , 636.0   
63 216 225.0 , 504.0   
90 216 234.0 , 540.0   
162 216 270.0 , 648.0   
195 216 291.0 , 702.0   
21 220 221.0 , 462.0   
165 220 275.0 , 660.0   
192 220 292.0 , 704.0   
60 221 229.0 , 510.0   
30 224 226.0 , 480.0   
132 224 260.0 , 616.0   
168 224 280.0 , 672.0   
207 224 305.0 , 736.0   
120 225 255.0 , 600.0   
140 225 265.0 , 630.0   
95 228 247.0 , 570.0   
171 228 285.0 , 684.0   
108 231 255.0 , 594.0   
160 231 281.0 , 672.0   
220 231 319.0 , 770.0   
174 232 290.0 , 696.0   
88 234 250.0 , 572.0   
177 236 295.0 , 708.0   
44 240 244.0 , 528.0   
54 240 246.0 , 540.0   
70 240 250.0 , 560.0   
100 240 260.0 , 600.0   
117 240 267.0 , 624.0   
128 240 272.0 , 640.0   
161 240 289.0 , 690.0   
180 240 300.0 , 720.0   
238 240 338.0 , 816.0   
183 244 305.0 , 732.0   
84 245 259.0 , 588.0   
96 247 265.0 , 608.0   
186 248 310.0 , 744.0   
39 252 255.0 , 546.0   
64 252 260.0 , 576.0   
105 252 273.0 , 630.0   
115 252 277.0 , 644.0   
189 252 315.0 , 756.0   
240 252 348.0 , 840.0   
204 253 325.0 , 782.0   
32 255 257.0 , 544.0   
136 255 289.0 , 680.0   
192 256 320.0 , 768.0   
69 260 269.0 , 598.0   
195 260 325.0 , 780.0   
23 264 265.0 , 552.0   
77 264 275.0 , 616.0   
110 264 286.0 , 660.0   
170 264 314.0 , 748.0   
198 264 330.0 , 792.0   
201 268 335.0 , 804.0   
144 270 306.0 , 720.0   
168 270 318.0 , 756.0   
204 272 340.0 , 816.0   
225 272 353.0 , 850.0   
136 273 305.0 , 714.0   
180 273 327.0 , 780.0   
260 273 377.0 , 910.0   
240 275 365.0 , 880.0   
252 275 373.0 , 900.0   
115 276 299.0 , 690.0   
207 276 345.0 , 828.0   
63 280 287.0 , 630.0   
96 280 296.0 , 672.0   
102 280 298.0 , 680.0   
165 280 325.0 , 770.0   
210 280 350.0 , 840.0   
213 284 355.0 , 852.0   
68 285 293.0 , 646.0   
152 285 323.0 , 760.0   
48 286 290.0 , 624.0   
34 288 290.0 , 612.0   
84 288 300.0 , 672.0   
120 288 312.0 , 720.0   
175 288 337.0 , 800.0   
216 288 360.0 , 864.0   
260 288 388.0 , 936.0   
219 292 365.0 , 876.0   
280 294 406.0 , 980.0   
222 296 370.0 , 888.0   
60 297 303.0 , 660.0   
180 299 349.0 , 828.0   
55 300 305.0 , 660.0   
125 300 325.0 , 750.0   
160 300 340.0 , 800.0   
225 300 375.0 , 900.0   
228 304 380.0 , 912.0   
297 304 425.0 , 1026.0   
208 306 370.0 , 884.0   
75 308 317.0 , 700.0   
144 308 340.0 , 792.0   
231 308 385.0 , 924.0   
25 312 313.0 , 650.0   
91 312 325.0 , 728.0   
130 312 338.0 , 780.0   
234 312 390.0 , 936.0   
266 312 410.0 , 988.0   
80 315 325.0 , 720.0   
108 315 333.0 , 756.0   
168 315 357.0 , 840.0   
196 315 371.0 , 882.0   
264 315 411.0 , 990.0   
300 315 435.0 , 1050.0   
237 316 395.0 , 948.0   
72 320 328.0 , 720.0   
156 320 356.0 , 832.0   
240 320 400.0 , 960.0   
36 323 325.0 , 684.0   
135 324 351.0 , 810.0   
243 324 405.0 , 972.0   
228 325 397.0 , 950.0   
246 328 410.0 , 984.0   
104 330 346.0 , 780.0   
176 330 374.0 , 880.0   
288 330 438.0 , 1056.0   
249 332 415.0 , 996.0   
45 336 339.0 , 720.0   
52 336 340.0 , 728.0   
98 336 350.0 , 784.0   
140 336 364.0 , 840.0   
190 336 386.0 , 912.0   
198 336 390.0 , 924.0   
252 336 420.0 , 1008.0   
320 336 464.0 , 1120.0   
189 340 389.0 , 918.0   
255 340 425.0 , 1020.0   
280 342 442.0 , 1064.0   
258 344 430.0 , 1032.0   
152 345 377.0 , 874.0   
184 345 391.0 , 920.0   
145 348 377.0 , 870.0   
261 348 435.0 , 1044.0   
120 350 370.0 , 840.0   
132 351 375.0 , 858.0   
280 351 449.0 , 1080.0   
114 352 370.0 , 836.0   
135 352 377.0 , 864.0   
264 352 440.0 , 1056.0   
267 356 445.0 , 1068.0   
76 357 365.0 , 798.0   
340 357 493.0 , 1190.0   
38 360 362.0 , 760.0   
66 360 366.0 , 792.0   
81 360 369.0 , 810.0   
105 360 375.0 , 840.0   
150 360 390.0 , 900.0   
192 360 408.0 , 960.0   
224 360 424.0 , 1008.0   
270 360 450.0 , 1080.0   
319 360 481.0 , 1160.0   
325 360 485.0 , 1170.0   
357 360 507.0 , 1224.0   
27 364 365.0 , 756.0   
240 364 436.0 , 1040.0   
273 364 455.0 , 1092.0   
276 368 460.0 , 1104.0   
155 372 403.0 , 930.0   
279 372 465.0 , 1116.0   
168 374 410.0 , 952.0   
200 375 425.0 , 1000.0   
282 376 470.0 , 1128.0   
336 377 505.0 , 1218.0   
96 378 390.0 , 864.0   
360 378 522.0 , 1260.0   
261 380 461.0 , 1102.0   
285 380 475.0 , 1140.0   
112 384 400.0 , 896.0   
160 384 416.0 , 960.0   
288 384 480.0 , 1152.0   
132 385 407.0 , 924.0   
180 385 425.0 , 990.0   
336 385 511.0 , 1232.0   
291 388 485.0 , 1164.0   
56 390 394.0 , 840.0   
208 390 442.0 , 1040.0   
120 391 409.0 , 920.0   
231 392 455.0 , 1078.0   
294 392 490.0 , 1176.0   
80 396 404.0 , 880.0   
165 396 429.0 , 990.0   
203 396 445.0 , 1044.0   
255 396 471.0 , 1122.0   
297 396 495.0 , 1188.0   
40 399 401.0 , 840.0   
380 399 551.0 , 1330.0   
